Time_submitted,Review,Rating,Total_thumbsup,Reply
30-04-2022 14:02,"i always have problems when i try to pay for premium mini, it says unable to connect even when my internet is stable (i've tried changing my data multiple times), please fix this.",1,0,
30-04-2022 13:58,Nothing like good music to bring me to my happy place and it never disappoints!,5,0,
30-04-2022 13:57,New update sucks. Can't use my smart watch as remote to play pause the song. If I tap play on my watch instead of remote playing it starts playing right away from the watch speaker. Earlier it was all fine. I could select the playback device in watch spotify app settings. Now that option is not available on watch. Please add it back. Even if I have connected my watch to phone this issue occurs.,2,32,
30-04-2022 13:49,It's really good and you can make Playlist with your favourite songs 🎵😌💕,5,0,
30-04-2022 13:49,So at beginning everything was good but later it didn't allow me to play a full song and only allowed me to play fragment of a song also when I went to a creator's page in this app it only allowed me to play it shuffled or play the first song from the top One star.,1,0,
30-04-2022 13:37,I want to try to listen to a new album using shuffle play but the next song i hear is the song that's not on the album. The song that's play is another singer album and after that i tap next but the next song isn't on the same album. It's a random song. So how can i hear all the song in the same album if the next song always a different album,1,18,
30-04-2022 13:36,"I love spotify BUT the ads suck and it adds random songs to your playlist so I try I skip them but it only gives you 6 skips PER HOUR so,so annoying.",5,0,
30-04-2022 13:33,It has been pausing. What's wrong with it? I can not enjoy my music.,3,0,
30-04-2022 13:32,You can listen to all kind of music unlike in YouTube: some music aren't available because of copyright. It can play in your background ( which means you can still listen to musics while you're on another app). It don't have that many ads. If you don't like ads and you want to listen offline then I recommend you to buy a premium .,5,2,
30-04-2022 13:27,Absolutely enjoy the amount of content I can listen to. Just wish Garth Brooks was accessible.,5,0,
30-04-2022 13:26,Kinda sucks without premium but I guess that's how all things work in the world now,5,0,
30-04-2022 13:25,Bug where the song bar disappears was fixed last week but has since returned. Get your act together. Edit: completely unusable after the latest update. You literally have one product. Get it right.,1,743,
30-04-2022 13:21,It's good but certain songs play for acouple seconds and then another song plays another issue I don't like is. If I'm listening to my liked songs I don't want to listen to sounds that aren't in the playlist.,3,0,
30-04-2022 13:20,"1 star if you dont pay for spotify premium, but 5 stars if you do. I really reccomend premium as it unlocks loads of more options. 100 percent worth the money for premium, also you can get family plans as well as premium duo which is just a version fof the family plan but just 2 people.",5,45,
30-04-2022 13:18,Little less ads and little more skips.,4,0,
30-04-2022 13:17,Love the library you can build and the depth of choices but miss Neil and Joni,5,0,
30-04-2022 13:13,I would give it a 5 star but there is too much adds and it keeps on saying use premium,4,0,
30-04-2022 13:08,It's a great site for all types of music.,5,0,
30-04-2022 13:07,I would search for the specific type of song and when I find it I can't listen to it because it auto shuffles so I have to waste my skips to look for the right song and often still don't get to listen to it. I will also like a song and try to play it from my library but it will Play another random song so I can't listen to the music I want to. I have a problem when my account would unlink itself when on another device.,1,1,
30-04-2022 13:07,"Hi spotify, I can't play right song on spptify. When I go to a artist or a playlist I can only preview it.",2,0,
30-04-2022 13:02,All most all songs are available. ...... happy 😊,5,0,
30-04-2022 12:57,"The amount of ads you get is unacceptable, also if you have the free version you can't choose which song you want to be played...that kinda defets the use of a music app...",1,0,
30-04-2022 12:56,Intuitive to my musical taste. Easy to use. Simply the best!,5,0,
30-04-2022 12:55,Spotify is great and good to listen to music,5,0,
30-04-2022 12:53,"Over the years I have used so many apps for music but when Spotify came to India in 2018, it changed my music experience to next level exponentially amazing. I love the app and it's unique feature like Spotify connect",5,0,
30-04-2022 12:52,Listen to your music faster instead of going to Listen to your music on YouTube go to Spotify,5,0,
30-04-2022 12:51,Can't even stop music playing. When I click a song in one of my play lists only certain songs will allow to play.,1,0,
30-04-2022 12:50,"So basically, The app is pretty good rn. But I made 200+ playlists and some of my playlists that I made in the past are gone. So that's why 4 stars. But I hope other people could see my playlists. Spotify : mubasshiramahmood1_ Thank you.",4,0,
30-04-2022 12:31,"This app is horrible. I'm pretty young so I can't afford premium, I understand the ads but I have my own favorite songs I like to listen to, and shuffle play ruins everything. When I listen to a Playlist, I have to listen to around 6 full songs that I don't enjoy until I can listen to a song I do enjoy. I think without premium you should atleast not add random songs into the Playlists, I literally spend most of the time on the app being really pissed off because of these songs I don't listen to",1,3,
30-04-2022 12:23,Pay to listen to ads and the app will say I finished a podcast halfway through and start the next one in the queue,1,0,
30-04-2022 12:18,Free users don't install this app..app developer not make this for free theyw I'll.mKe way customer to pay n use . starting very good then changed setting .asking subscribe packs monthly..,1,0,
30-04-2022 12:15,I enjoy the different music that's not easy found and I can do other things,5,0,
30-04-2022 12:01,"Most of the time it's an awesome app. Great music and podcasts. Occasionally, more often now than before, the option to pause, skip, or play disappears and you have to restart the app or your phone to be able to stop/pause/skip the song or podcasts",3,2,
30-04-2022 12:01,I enjoy jazz and love ballads music a lot,5,0,
30-04-2022 11:59,This app is very good we are make play list and enjoy ❤,5,0,
30-04-2022 11:59,I have Spotify Premium and it's really great because I'm able to listen to my playlists and prodcasts online or offline anytime and anywhere. I highly recomend this app ☺.,5,0,
30-04-2022 11:58,It is good but if kindly add lyrics that would be more good.,4,0,
30-04-2022 11:56,Good app for music lovers But adds is very bad,4,0,
30-04-2022 11:55,Shuffle keeps playing the same songs over and over there's so many songs I miss out on,3,0,
30-04-2022 11:55,This app show me face of dhruv rathee when I open the app. Is spotify is for music or see the face of son of a bit**?. Nonsense.,1,1,
30-04-2022 11:53,For a while now there are multiple issues with the app. Music suddenly stops but shows only pause button as if the song is already playing. Some songs just won't start playing unless I press the pause button multiple times. Sometimes app changes the song out of nowhere. In some cases doesn't even show the song playing and the music seemingly comes out of nowhere. Impossible to enjoy music and playlists because of this. Really disappointed because I pay monthly for a premium account.,1,1,
30-04-2022 11:44,Found many of the songs I like but there are still some songs and artists I can't find,5,0,
30-04-2022 11:38,dont find my exact music and cant add ring tune from spotify the reason u download it,1,0,
30-04-2022 11:38,"I've been using spotify for years, but recently it's been bugging out. I've been trying to ""preview"" a song and nothing plays. When I go onto suggested to add songs to my playlists, then the snippets of songs don't play. I have updated my phone, I have restarted it, I have logged in and out, I have created a new account, and still nothing. The updates and quality of this app is going down",1,0,
30-04-2022 11:27,"Spotify is also good, related to sound graphics and popular songs. It is similar to Esound and i recommend both apps to be better in songs and playlists.",5,0,
30-04-2022 11:22,Needs to be able to skip more songs,4,0,
30-04-2022 11:22,"One of my favorite apps,, I use it daily!",5,0,
30-04-2022 11:22,It has a problem when I put things 2 my playlist and then it goes to another song when I want to hear it,3,0,
30-04-2022 11:22,"This app is really great and has any song you could think of. However, my issues are that when you search a song you can't play it just plays a bunch of different songs. Also, it only allows you to skip six songs per hour (which is EXTREMELY ANNOYING). Lastly, when you create a playlist it just adds random songs that usually aren't to my preference.",3,0,
30-04-2022 11:09,"Normally really good, however recently the app keeps stopping. Was hoping the recent update would fix this, but issue still persists.",3,0,
30-04-2022 10:55,Can you guys fix this app in such a way that i can download a single song without necessarily downloading the whole album which i only need one song from?. By the way it's a nice app but pls consider a download button for a single song.,3,0,
30-04-2022 10:54,Expiriene is great But add some new features for Spotify on laptop as the app shut down instantly the screen sleeps,5,0,
30-04-2022 10:53,I can't search songs i always find playlist,3,0,
30-04-2022 10:47,"Not all of the songs are available, but still a great app, only flaws are ads, a bit too much and songs, there's a few of them unavailable but it's understandable",4,0,
30-04-2022 10:40,I love it it's the best music app I've seen so far the only thing I wish it did I wish you could like click on a song and move it to a different position other than that I love it!!!,5,0,
30-04-2022 10:39,"Spotify has improved over the years, bit I feel it could still be better, having more song choices in great quality from old albums would be excellent!",4,0,
30-04-2022 10:36,I'm a premium user and whenever i watch video on other app like insta or YouTube. The music stop and then starts back again. Now thing is when i stop the music in between watch'video the music still come back up again. The shittiest experience,2,1,
