Time_submitted,Review,Rating,Total_thumbsup,Reply
31-01-2022 22:58,I need offline songs without any payment and it's also not good of ads all the time . Nor all the artists I need and also cannot download songs for free which you say I can .,3,0,
31-01-2022 22:52,Why does spotify keep crashing only phone? Every 30 minutes or so it crashes. I have to kick my phone reopen spotify everytime.,1,0,
31-01-2022 22:41,A great app. It's free and I'm satisfied for what it offers without paying a dime. Great platform and no discrepancies whatsoever. Highly recommend it to everyone.,4,4,
31-01-2022 22:39,Love Spotify! I love the fact that it creates lists of all songs you listen to and saves all my music from my Shazaam.,5,0,
31-01-2022 22:26,It is nice with buddies of songs..but only need to make it ad-free...it consist 2 adds of 30 seconds each...,4,0,
31-01-2022 22:25,So almost every jre podcast I listen to gets reset back to the begining after listening between 50 min and 1h20 min of content and goes to the next podcast leaving me to try and guess where I left off. Issue #2 I mainly listen to stuff while I'm at work and my work barely gets any cell reception so I have to download all my content. In order to access my downloaded content I have to shut my data off and then all my downloaded stuff will pop up after about 30 sec then I can turn my data back on.,2,1,
31-01-2022 22:24,Spotify will continue to be 5 star until and unless they begin limiting free speech.,5,2,
31-01-2022 22:22,"Just upgraded to premium. Thank you for not bending to the cancel culture mob, and thank you for protecting free speech.",5,1,
31-01-2022 22:15,I love this app...I able to find all the music that I'm looking from old to new and I love how it keeps up to date with the new hits and artists.....,5,0,
31-01-2022 22:14,All the music you could ever want and access to podcasts the vendors don't want you to hear.,5,1,
31-01-2022 22:13,"The app constantly defaults to shuffle, no matter how many times I turn it off. I would be so happy if it would stop doing this. Also, they are socially irresponsible.",1,3,
31-01-2022 22:11,"Can't support a company who supports misinformation. I've been a long time Spotify user, but have found Deezer to be a much better music streaming service. The quality of Spotify is lagging competitors today.",1,2,
31-01-2022 22:05,"Excellent all around. Highly recommended for all, especially for music lovers & musicians. The lyric feature is fantastic. Top app! Well worth the download & subscription. Very happy with the experience so far. - Peace & love",5,4,
31-01-2022 22:05,"Good app, but I don't know why I can't play a certain music. Whenever I click on a song another song will play, this is so irritating and I beg the programmers to remove this.",2,0,
31-01-2022 21:50,Deleting the app for allowing misinformation about Covid to continue. We don't need that in this world. You need to do better Spotify.,1,2,
31-01-2022 21:46,"Really ticked at you guys- first you're putting all these songs on my list that if I delete them, accounts against me and then my favorite playlist I've created disappears. I started working more recently and was going to upgrade but I'm probably going elsewhere for that now.",2,2,
31-01-2022 21:46,"I cant pay with my MasterCard, I have used two different cards now. Spotify please help",2,0,
31-01-2022 21:45,When first opened up Spotify it was a 5 star thing until today I found out that I can't put on my favorite songs but had to shuffle them all until I get my favorite song not only that on my Tablet it had the things that said that it didn't had to do the shuffle but just press on the full song instead of pressing on it for a sample of the song the things before the worst thing happened on my phone.,2,5,
31-01-2022 21:45,"If you're terrified of a bald man, who likes to sit down and just have a conversation, this app is not for you. As long as Spotify stands for free speech, I will stand with Spotify.",5,1,
31-01-2022 21:39,Superb. I wish they recommend a wider variety of music that was for my type of acquired taste. Thx tho,5,0,
31-01-2022 21:36,It keeps on saying 14 days to use then brings me back to the login page over and over same with ps4.,1,0,
31-01-2022 21:32,I'm enjoying Spotify thus far. Lot's of choice tunes in here.,4,0,
31-01-2022 21:20,"Onestly you need to fix recommendations and daily mixes. Mine NEVER adjourn and it is so annoying. Also, I listened ONE TIME to a movie soundtrack and every day it shows up as one of my daily mixes. A ""I'm not interested"" option would be great. Please fix this",2,2,
31-01-2022 21:09,"I downloaded this app to listen to music and I created a playlist but when I click on it, it doesn't play the song that it says it just plays random songs I didn't add and it's really annoying",1,2,
31-01-2022 21:01,Great platform & music selection. Also love the podcast options.,5,0,
31-01-2022 20:58,"Use it all the time, even in the remote areas where I drive, I'm a travel writer- Beyer's Byways, never had an issue. Great app.",5,0,
31-01-2022 20:52,Spotify has zero accountability to its clientele in allowing dangerous information to be set forth as facts. I'll be canceling my subscription.,1,1,
31-01-2022 20:51,I just took the 1 month trail of premium and the app starts to hang constantly and freezes all my other apps. Really annoying.,3,0,
31-01-2022 20:46,Been using for ever now and has about everything and has a lot of great features however it's just feels so clunky and outdated. Tuned it up Spotify.,4,1,
31-01-2022 20:42,"A welcome and battery-friendly alternative to the censorship behemoth YouTube. Even ads are not snake oil or financial scams, unlike in the woke Google's app. And if I pay i do no sponsor double standards and evil, as is the case with YoiTube.",5,2,
31-01-2022 20:41,"This is my favorite streaming service and love listening to Joe Rogan. They made the right decision in keeping him. I don't always agree with the individuals he interviews but that is ok, I don't have to. It's nice to be exposed to the different view points that are offered.",5,3,
31-01-2022 20:41,"The app isn't opening any shared spotify links, whenever I click on any link, the app shows the home page. How am i suppose to view any sharef link?",2,0,
31-01-2022 20:40,"Only joined to listen to Joe Rogan after all the publicity.. listened to a lot of his podcasts on other platforms.. I would NEVER Listen to the ""offended artists"" who threatened to leave anyway ðŸ¤£ will give more stars if it's a reliable experience.. but the reviews don't look good ðŸ™„",3,1,
31-01-2022 20:32,It's so good that I have it on lop and I listen to it every day wen I'm on my ps4.And my phone so it's 4 stars for me only because I have to listen to it with Wi-Fi but I love it.,4,1,
31-01-2022 20:31,"Glitches non stop, starts and stops when it feels",3,1,
31-01-2022 20:30,It worked great up until i couldnt access my liked songs catalog. Ive teued everything the helo blog recommended. No luck.,2,0,
31-01-2022 20:30,Love love having all genres of music and endless play lists at hand!,5,0,
31-01-2022 20:21,"I have used Spotify for many years but for the last 3-4 weeks the app has been continuously pausing when songs are playing no matter what I do, I am on premium. Spotify please sort this problem out!!!",3,3,
31-01-2022 20:18,"The recommendations are usually perfect, and the UI is good. It's easily the best music app.",5,29,
31-01-2022 20:16,"Love it, although it always can be better because there's no stopping the best Spotify should always drive to be the best no matter what five stars excellent I only wish I came to Spotify so much earlier dedicated everything I had to it a long time ago I would have had so much more if there's only a way that you could download the songs and at the same time maybe cloud the songs, just seem like a dream like I wish because I know these music apps really do get really really high up there memory",5,6,
31-01-2022 20:11,It worked ok until about a month ago. Now I have to restart my phone daily to reset to it. I wish they would fix the bugs.,1,1,
31-01-2022 20:07,Easiest to navigate through and has most songs I like listening to...,5,0,
31-01-2022 20:06,"This app is only good if you can afford premium. If you struggle enough to not be able to pay, you're limited to 6 SONG SKIPS PER HOUR (lol), can't select the songs you want (it turns into pandora) and has an ad after every other song. I'm getting premium on an app with better practices next time.",2,3,
31-01-2022 20:06,Good quality media playback with plenty of varied content.,5,0,
31-01-2022 20:01,"I have more respect for your company as you have not caved to the cancel culture mob. Definitely going to have to get a spotify subscription for sure now!! Thank you for doing the right thing, you have given some of us hope!",5,2,
31-01-2022 19:59,I like the old classic songs Is very easy to get it,4,0,
31-01-2022 19:47,"This has the worst possible optimization for older phones. There needs to be a lighter version that isn't so intensive on processing, every other app is operable besides this one.",1,1,
31-01-2022 19:36,"I don't really care about the ads at all. Though I'm concerned how much others get a lot of ads because it only has a bit for me. I love Spotify either way even if it has ads. I'm a bit broke to afford the ""better"" version :P Edit: Also I love that there's a mini version. I'm way too broke and only get money once a month.",5,176,
31-01-2022 19:35,Gave it a five because it was a nicely packaged application. I would never ever pay for this service and changed the rating because the company's corporate politics merit a zero.,1,1,
31-01-2022 19:33,App keeps pausing. Frustrating paying for premium and having the constant glitch. I loved this app. It makes me want to go back to an iPod.,1,1,
31-01-2022 19:29,"Love it Wide batch of artists Actually recommending songs you like and the release radars, just amazing I would love however to be able to share my like songs in the form of a playlist to my friends or have them be able to see like a form of stats",4,2,
31-01-2022 19:29,Spotify is the perfect app to listen to music and podcast with many playlist to choose from 10/10,5,0,
31-01-2022 19:22,Nice to Use Spotify for my kind of Music and Podcast,5,0,
31-01-2022 19:01,I've been with Spotify for several years now but if they don't come out with a lossless audio that supports Atmos and Ultra HD I'll be moving over to Amazon and cancelling this streaming service. Spotify's sound is now lagging behind the competition and the customers are starting to notice in a big way.,1,5,
31-01-2022 18:55,Amazing App all you need for the soul and more .. music is life,5,0,
31-01-2022 18:53,"Im on premium but i cant download my favorite music , ive uninstalled the app twice but still no difference..",2,0,
31-01-2022 18:49,Lovely interface and wonderful app overall.,5,0,
31-01-2022 18:38,You starting now same as f... Yutube and interupt with your own comercial to get the advanced version ! Not good,3,0,
31-01-2022 18:38,"I had been a longtime user of Spotify but in all honesty, the sound quality is so bad. The artists sound better everywhere else you can find them.",1,0,
31-01-2022 18:38,Spotify is great it is not bad if you don't have premium but with premium it is a lot better and you have no ads,5,0,
31-01-2022 18:23,Very good.My child plays calm music everybody.It even makes me calm.I love it.ðŸ˜ðŸ˜€ðŸ¤—ðŸ˜´ðŸ˜ª,5,1,
31-01-2022 18:20,Can't play my favourites playlist on my Sonos set up! Seems like an on going problem for years now. Google it and tried all recommendations.,3,1,
31-01-2022 18:18,"I love the fast connection to stream music and the UI is beautiful ðŸ˜ Allow to swipe a song to ""add to queue""",5,0,
31-01-2022 18:08,Haven't used in over 3 years. Paying off Joe Rogan was the push I needed to end my relationship with Spotify.,1,1,
31-01-2022 18:07,"Amazing app, would be a 5 but it randomly pauses and unpauses multiple times after around 15 minutes of playing music",4,1,
31-01-2022 18:05,Honestly love it only because I can listen to Baileys murder monday shows and not have to be logged into FB or YT all the time. â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸,5,1,
31-01-2022 18:02,"Limits of skipping song is worst, and very hard to find even common songs",1,0,
31-01-2022 17:55,Switched from Deezer after 7+ years and very disappointed. Deezer app was crashing a lot year ago. Now was pretty stable. However Spotify app stop every 3rd or so song during playing and require to hit play button again. Running Android 12 on Google Pixel 4a.,1,1,
31-01-2022 17:52,Kinda good app and ads are not annoying like other platforms,4,0,
31-01-2022 17:47,Very very good even for an old timer like me. Performance of App and quality of sound superb,5,1,
31-01-2022 17:44,"Really silly that you only offer the Hulu bundle to students. Was considering re-instating my premium, but it's definitely not worth $10 a month for just Spotify. Add Hulu option to that $10 ticket for everyone else and I'll consider it. Ridiculous.",1,0,
31-01-2022 17:43,Thank you for the freedom to listen to what ever I want!!! Love Spotify,5,1,
31-01-2022 17:38,Love this app .. I have tried Pandora and Sound cloud but always go back to my Spotify.... They have more variety and more dependibility than any other cloud storage program... Good job.ðŸ’œ... 1-31-22 In My opinion... I think Spotify should focus on Music And get rid of Podcasts.... Simply because they have More selection And Spotify is all about the Music....right!? Podcasts can be accessible elsewhere.... Just Saying...!,5,5,
31-01-2022 17:38,Uninstalling Spotify. I am a doctor. Plenty of other streaming services who will actually support those working in healthcare.,1,1,
31-01-2022 17:30,"Love this Joe Rogan Experience app, haven't used it for music yet.",5,2,
31-01-2022 17:30,This app is not working. It saying no connection (but other apps works and I am writing.this comment). I don't know why I pay...,1,0,
31-01-2022 17:28,"Edited to 1 star because spotify is irresponsible and helps the spread of misinformation, by keeping Joe Rogan. I cancelled my subscription. Shame, I liked Spotify a lot. YouTube it is, they remove content with misinformation",1,3,
31-01-2022 17:27,"Thank you for keeping Joe Rogan! His podcast is the ONLY reason I have Spotify as I use Amazon music for my tunes. If you were to censor or remove Joe Rogan I would have to change this to a 1 star and delete the app. So far you guys seem to be upholding free speech so you get 5 stars from me. Also, on the app itself, so far so good, no problems, nice interface, all in all works very well. Thanks ðŸ˜€",5,2,
31-01-2022 17:22,Love the intuitive nature of the platform. Freedom of speech,5,1,
31-01-2022 17:19,As per me Spotify is the best music streaming app out there ! I've been using it since the time it launched in my country cause it's absolutely amazing !! I love it !,5,3,
31-01-2022 17:18,If the Google Play is there I must do the premium overall it is the best music app,4,1,
31-01-2022 17:15,Best app to listen to music you have to download it and if you don't like music it has story you can listen to including scary story's,5,0,
31-01-2022 17:11,Spotify is the best! No complaints. Absolutely love this app.,5,0,
31-01-2022 17:09,"Too political. I don't want the politics, just the music. Drop the politics Spotify, I thought I was buying a music service, not a political platform. Sheesh...",1,0,
31-01-2022 17:00,"Wrong decision Spotify, adding ccp 19 spying. If I could give Zero Stars, I would. Bye!",1,0,
31-01-2022 16:58,Update needs fixed... You can no longer sort by artist and you have to sort by individual song. If sort by artist is not brought back by end of the month then I will be canceling my Spotify premium and switching to Amazon music.,4,1,
31-01-2022 16:40,I'm glad Spotify didn't become complete cowards and ban Rogan. Him and Lotuseaters are the only reason i got this app,5,1,
31-01-2022 16:40,Ease of finding my colossal music choices and all the futuristic extras that really shift the atmosphere.,5,0,
31-01-2022 16:36,"I liked that your leadership did not cencor joe rogans episodes with Dr. Malone and McCulloch, when all other major platforms would. So I gave the app 5 stars. But now that you caved (allthough only slightly) to media pressure i had to go in and change it. Definitely a step in the wrong direction for people's freedom to think for themselves.",2,4,
31-01-2022 16:36,All in all... it's like a one stop music shop! They have EVERYTHING I have ever searched!!,5,0,
31-01-2022 16:35,Like everyone has pointed out the mobile free version port is terrible compared to the pc port but at this point I have to many playlists and can't switch,3,0,
31-01-2022 16:28,"Was an amazing app, and now after the latest update I cannot download spotify on my phone again, even though it's clearly compatible.",4,6,
31-01-2022 16:15,It isn't the best sound quality for sure. However the service is developing continuously. At the same time it provides free voice-pipe to antivaxxers. Therefore it's time to go and cancel my subscription.,2,1,
31-01-2022 16:11,Increase the quality of the music. I can't connect this app. The app says that not connected to internet.but I have been very fast internet connection.so repair this problem.,3,0,
31-01-2022 15:57,You are gonna hear more adds than song. I know there is premium in for add free music but for free it has a lot of adds sometimes 2-4 adds continuously.ðŸ‘ðŸ»ðŸ‘ðŸ»,3,0,
31-01-2022 15:55,"Sound quality is good but not as strong as Tidal, main quality it has going for it is shear name recognition and getting the diamonds in the rough uploaded that might not be on other platforms (artists, wink wink) Has no block features for songs you don't like that keep showing up, and it's prediction algorithm keeps suggesting the same stuff. I find one new song I like maybe once a month if I'm lucky",3,15,
31-01-2022 15:49,Uninstalling until you stop the spread of misinformation from the JRP. I cannot support this!,1,3,
31-01-2022 15:46,too good app.. really love itâ¤â¤â¤but i dunno why my search option is not opening.. please fix the promblem.. but really very nice app...,5,1,
31-01-2022 15:43,"App is very fantastic but they have so many ads ... I liked a song and then I heard it for a few days but never heard it again . they said ""You discovered a premium future"" I want play again please solve this..",3,3,
31-01-2022 15:40,"Spotify is the best app for music, but still way too basic for podcast. It lacks some important features like adding shows to a playlist. Not just episodes.",5,1,
31-01-2022 15:37,"Even when I set the app to offline mode, and have my phone in airplane mode, then try to open a playlist that is downloaded, I still get up to a 5min loading screen. Sometimes restarting app works but not always.",1,2,
31-01-2022 15:36,Its a good app but if it can provide eng subs to other language songs it would be great so we can understand and relate tho ðŸ™Œ,4,0,
31-01-2022 15:35,It doesn't let me to listen to the songs I want recently! And it says I can't skip the unwanted tracksðŸ˜‘,1,0,
31-01-2022 15:31,Hi Spotify your app is amazing but i am facing some problem with this which is. Songs automatically stop in between overall the app is better than (I Music),5,3,
31-01-2022 15:30,"great application with a lot of different music, everyone will find something for themselves",5,0,
31-01-2022 15:29,"Looking for an alternative. In addition to spreading misinformation around critical health issues, Spotify has totally predictable artist playlists that pay no attention to my preferences. It often sounds like top 40 radio. It is completely useless for voice controlled classical music, playing a movement (or less) of a requested work before playing something else.",3,6,
31-01-2022 15:27,"Very bad experience This is in case of Android users. If you search for a song and try to play it, it goes on shuffle play and you don't have an option to song which you searched. Terrible experience",1,5,
31-01-2022 15:16,I don't think we should have to pay for picking our own songs on different playlists and skipping songs but overall it's a good app,4,1,
31-01-2022 14:56,Used to be the only choice but not anymore. I prefer my music service not pushing podcasts to me. Higher quality music can be found elsewhere too.,1,1,
31-01-2022 14:51,This aap is amazing but I can't see the lyrics of the songs even after becoming a premium member.So please solve this problem.,4,1,
31-01-2022 14:44,Deleting from all devices. Public health is neither an issue of free speech or politics. Least of all profit.,1,2,
31-01-2022 14:41,"TOO MANY ADS , ANNOYING.YOU WON'T EVEN ACCEPT RUPAY CARDS, C'MON I CAN'T GET A VISA, MASTERCARD JUST TO BUY SPOTIFY PREMIUM. PLEASE DO SOMETHING ABOUT THIS",1,4,
31-01-2022 14:35,"Why is this app so difficult to use? (For me at least) you can't replay songs, change where you are in the song and for some reason won't actually let me choose the song I want? I can either only click the preview for the song or it puts me in a random playlist. But hey the music quality is good",2,5,
31-01-2022 14:33,Supporting anti Vaccination Pod Casts (Joe Rogan) Also the ads are never ending!! I won't be using this platform going forwards.. Sure you can pay for premium but you'll just be fed premium lies supported by Spotify and they're pod casters...,1,4,
31-01-2022 14:32,Everything good just do something for advertisement like after 20-30 minutes ad should come,5,0,
31-01-2022 14:27,I'm a premium user and this app has almost every song that I love. Almost because not everything is here. But it is a different story when I experienced being a free user. It sucks and i can't play the song that I want to hear. I also can't see the songs on my playlist (mobile).,4,258,
31-01-2022 14:23,"I enjoyed the app until they messed up the side scroll bar. I got 800 songs on my ""liked"" playlist; the annoyance of having to slowly scroll to even the middle is absurd and is making me rethink my subscription.",1,2,
31-01-2022 14:21,I like the app most instead of other apps but I'm giving 4 stars because of too many adds about Spotify premium but it's ok .. this ismy favourite music app ever â¤ï¸â¤ï¸,4,0,
31-01-2022 14:17,"One of the better streaming music apps! I feel I should rate because, here we go again with the has been celebrities trying to influence the private market and censor other opinions. Thanks for your app Spotify! Arranged very well and I don't have many issues at all. Great variety of artists even popular Christian music. I wouldn't sweat losing a few has been artistsâ¹ who can't resist using their so called influence. So keep on moving forward.",5,4,
31-01-2022 14:03,"Hello Ya it's a great app Spotify better than its compitition by a mile including apple music and all that . honestly the premium is worth it too, affordable,worth the money and honestly just loved it . Bug happen once in a life time too. Just great this app",5,22,
31-01-2022 13:59,"Easy to use, plays in the background unlike YouTube. They also have my favorite podcasts that are no longer on pandora.",5,0,
31-01-2022 13:58,Nice app but it take a lot storage for long time. Can you please make it a less storage app ? It would help a lot.,4,1,
31-01-2022 13:57,"Thanks for being a voice of reason and standing up for freedom! Music and podcasts, we listen daily.",5,0,
31-01-2022 13:54,This app sucks and I could never get used to the navigation. Not sure why any one would use this for podcasts over a dedicated player either. Canceled my premium subscription to go to Tidal where they pay artists more,1,1,
31-01-2022 13:51,Awsome and if I forget to pay or can't because of unforseen issues they hold my playlists and I don't lose all my hard work of making the perfect one,4,1,
31-01-2022 13:49,Tbh I would like to kiss Spotify on the mouth for never raising their price from $10 for premium+free Hulu. Editing this just to say that after Netflix raised their prices yet again -_-,5,0,
31-01-2022 13:43,"It's literally horrible everytime it shows ""No internet connection"" despite my internet speed being 50mbps",1,1,
31-01-2022 13:43,"Too many advertisement, all subscription plan very costly, so much Content unavailable.",1,1,
31-01-2022 13:42,It has most of the discographies from artists I listen to buy not all. I'd be ok with a few singles missing here and there but not full albums.,4,1,
31-01-2022 13:40,"One of the best music app experience but I can't access online since 5days ago.. it keep saying""No internet connection available"" even after I updated it.. Please fix the errors",2,53,
31-01-2022 13:34,Really nice and useful. I think it is better than any other music app ðŸ‘you all should try it once,5,0,
31-01-2022 13:24,"Theme and browse features arent exactly tuned for my taste while AI selection is way better than competition. The selection though has either went way downhill or the AI here is starting to slip some. The freemium vs paid i feel needs better tuning. I did eventually subscribe, but hate the family plans. I also used my PS4 initially to start spotify. Meaning my entire built list was news to me on other platforms that i needed a paid account to use the any song feature. That isnt happy experiences",3,410,
31-01-2022 13:24,"Former Premium subscriber. Canceled account in solidarity with Neil Young, Joni Mitchell and other artists who believe that Spotify should serve music fans, not pander to an obnoxious and dangerous lunatic fringe. As a music fan, I feel betrayed by Spotify. As for the app, what can I say? It's a platform for anti-science right wing propaganda. That's a deal breaker.",1,4,
31-01-2022 13:21,Great selection of commercial free music!,5,0,
31-01-2022 13:21,Easy to use. Lots of music to choose from,5,0,
31-01-2022 13:19,Songs and stuff is okay but soooooooo many ads after a song tbere are not less than 3 looong ads like of 30-40secs each,2,0,
31-01-2022 13:19,So i love the app but it starts randomly stopping whenever I am playing a game it glitches.,4,0,
31-01-2022 13:18,Ads are so intrupting me so please remove the ads don't torchure me to get Spotify premium if I get any ads more than I will delete this app write away ðŸ˜ ðŸ˜ ðŸ˜ ,2,0,
31-01-2022 13:18,Very useful app and if not the best out there from my experience!,5,0,
31-01-2022 13:17,It was amazing and worth my time listening podcast using this appðŸ’•ðŸ‘Š,5,0,
31-01-2022 13:14,"Deleting and never using app again because I side with Neil Young Also spotify sucks and they lie since whenever it was supposed to be 30 min of music without ads it's always only 15, timed it many times and got the same result every time",1,3,
31-01-2022 13:09,Love spotify! I love my music and spotify has got all myself and my family need to instantly hear the music we want. Our family pass is easily affordable and you get more than you could ask for i love the horoscope podcasts I like the fact is hadls no adds and you can freely listen to an album or a playlist like the music your into. It's great I can use it anywhere 9n any device it's great!,5,9,
31-01-2022 13:09,Everything is good but the only problem is add . Sometimes it's embarrassing to take over the music responsibility in a trip pr cars travelling,3,0,
31-01-2022 13:07,"Ofc 5 stars, amazing app, no glitches. Keep it up team !",5,0,
31-01-2022 12:59,All the music I enjoy is on one app. Very easy to use to set up a play list.,5,1,
31-01-2022 12:57,"Number one source for misinformation, great job guys, uninstalling and cancelling my subscription.",1,4,
31-01-2022 12:54,Bad content. If I go into any more detail than that the review gets deleted. Spotify clearly doesn't like free speech as much as it says it does.,1,8,
31-01-2022 12:52,"new UI isn't user friendly, at least give us an option to choose the old UI",1,0,
31-01-2022 12:49,Use to be better. Lots of ads & will stop playing for no reason.,2,0,
31-01-2022 12:47,Ads keep appearing in every 2 to 3 secs Otherwise the app is very good ...... pls solve the issue,4,0,
31-01-2022 12:47,I love the selection of songs available. I've been using Spotify for the past few years and I still love it.,5,0,
31-01-2022 12:42,"WOW and WOW. I can't say any more, you have to be on Spotify to know what it offers. Thank you for the trial, a month free to let me experience the total package of Spotify. For $12 a month I am getting the best deal ever.",5,6,
31-01-2022 12:39,"Fine for music, but crashes frequently when ads interrupt despite premium membership. Often ad beginning causes app to skip to next podcast episode. App behaves until ads present. Spotify allows ""dynamic ads"" which still present despite paid membership. Best used on secondary device that you can leave in airplane mode.",1,2,
31-01-2022 12:31,Such a great app...Many podcast and great music.,5,0,
31-01-2022 12:30,"My last review was 2 stars, because of the amount of Ads I get when I listen to podcasts, even though I should have no ads... Now I'm compromising. Keep JRE and I won't change platforms... Nobody needs Neil Young around any-how.",5,1,
31-01-2022 12:19,"I would have ditched this app if not for playing high quality audio and canvas. But I'm playing my created playlist, not 'Playing suggested song', please get this right. Also please, a way to rearrange songs in playlist. And faster way to add songs to playlists.",3,66,
31-01-2022 12:11,It's amazing I've been using Spotify since 7th grade with no problem (I'm now almost 20) now all of a sudden my music randomly stops mostly it stops while I'm playing a game I honestly think there's a bug in the app and Spotify doesn't care but that's just me,4,3,
31-01-2022 12:08,"Loved the user Interface, even if someone using without paid subscription, is very much user friendly.",5,0,
31-01-2022 12:04,The best app for listening music and podcasts. The only problem is ads nothing else.,5,0,
31-01-2022 12:03,"Glitchy app, too many ads, too many BAD programs with disinformation - app has really gone down hill. Uninstalled and cancelled",1,19,
31-01-2022 12:00,"I joined because Spotify doesn't let bullies interfere with free speech, I stayed for the content and music. Thanks Spotify",5,1,
31-01-2022 11:59,Poor music site with bad ethics. They were better in the past but the direction they went over the past 4 years is just a bad user experience. There are better music app services. Don't recommend at all.,1,4,
31-01-2022 11:52,"Don't get my wrong, I love Spotify but I don't like that you NEED premium to be able to do anything, It's a little annoying. To skip whenever you want, premium. Please fix this because I want to do thing on this as well without spending 30$ a mouth",4,4,
31-01-2022 11:47,It's good but sometimes it hangs There's no lyrics in phone but only in pc and tv,4,0,
31-01-2022 11:47,"Terrible! When screen is locked, favourite button is so close to back button, that i keep hitting it by accident and loosing fav songs.",1,0,
31-01-2022 11:44,"Except for the ads which are childish, best music app",4,0,
31-01-2022 11:33,Four stars because you can't listen offline like some people don't have money to buy Spotify premium and we can't even have good music.. although it is a really nice app,4,2,
31-01-2022 11:22,"Sometimes won't play songs offline and have to delete cashes, Uninstall then reinstall",4,0,
31-01-2022 11:21,Have no pop up for current music playing and spofity keeps stopping music out of nowhere. Please update,2,0,
31-01-2022 11:17,"I really enjoy using Spotify, the only thing is the ads. I'm okay with it and it's understandable that they need people to buy premium for income. But ya'll need to stop giving me ads after 2 songs cuz it's hard for me to listen to a ad in the middle of being depressed.",5,45,
31-01-2022 11:17,"I would give it 5 stars but I have to gave it 3 coz In spotify , advertisement are mostly of to get premium and not to hear ads . WAIT WHAT it is saying to not hear ads by giving ads (sarcastic tone) wow what a job Spotify ðŸ‘ , BTW good app but Don't give ads to not to hear ads pls ðŸ˜” Please !",3,1,
31-01-2022 11:15,"Works well, would've been 5 stars but doesn't automatically start playing when my phone reconnects to my vehicle as another platform I use does.",4,1,
31-01-2022 10:56,It Very Nice you can listen whatever you want andit is free . And is better from ganna app,5,0,
31-01-2022 10:41,100% awesome I love this app more than the Dmusic app. I recommend it to anyone who claims himself a music lover. Just type in your favourite artist and play your favourite song or sing along and groove to the tune. Tadaaah there you try it now.,5,0,
31-01-2022 10:39,"Wonderful, easy and clear music, not hectic",5,0,
31-01-2022 10:37,So far it's a good application I don't have very many complaints but nobody gets five stars off the bat.,4,0,
31-01-2022 10:27,"Please change the payment method to be like most other android apps so that we don't need to subscribe from the web but directly from the app instead, it's much easier and we can use our Google play balance too.",5,0,
31-01-2022 10:20,Recently the app has been buggy. It lags and sometimes doesn't show media controls.,3,0,
31-01-2022 10:17,This all is good but without premium we have to listen so much ads btw this so good,4,0,
31-01-2022 10:16,"Love it so far!! Especially since it's commercial free, unlike YouTube Music ðŸŽ¶",5,0,
31-01-2022 10:11,"Downloaded music library keeps getting removed after restarting phone. I've been a premium user for a while now, I really like the app and everything it has to offer, but this has been getting on my nerves lately. Imagine having to redownload 90gig worth of music everytime your phone is restarted or turned off. This is what made me cancel my subscription. I hope they fix it one day, otherwise I won't be coming back.",2,64,
31-01-2022 10:04,Romanized lyrics for Japanese and Korean lyrics please! Thank you!,3,0,
